initial_mutation,diversity
0.0800,0.750879
0.0800,0.741560
0.0800,0.743281
0.0800,0.754994
0.0800,0.750673
0.0800,0.749782
0.0800,0.752380
0.0800,0.748422
0.0800,0.755327
0.0800,0.742156
0.0800,0.750669
0.0800,0.755677
0.0800,0.748624
0.0800,0.752152
0.0800,0.747028
0.0800,0.745572
0.0800,0.750931
0.0800,0.741592
0.0800,0.752764
0.0800,0.747863
0.0800,0.750287
0.0800,0.747220
0.0800,0.755990
0.0800,0.754410
0.0800,0.750022
0.0800,0.735838
0.0800,0.743913
0.0800,0.742240
0.0800,0.750194
0.0800,0.755614
0.0800,0.747709
0.0800,0.750562
0.0800,0.745451
0.0800,0.745976
0.0800,0.742867
0.0800,0.750640
0.0800,0.746442
0.0800,0.749842
0.0800,0.755432
0.0800,0.748529
0.0800,0.751145
0.0800,0.754547
0.0800,0.755679
0.0800,0.747356
0.0800,0.754949
0.0800,0.755572
0.0800,0.742400
0.0800,0.751475
0.0800,0.744358
0.0800,0.732610
0.0800,0.732032
0.0800,0.750636
0.0800,0.754992
0.0800,0.733653
0.0800,0.750410
0.0800,0.755299
0.0800,0.748267
0.0800,0.749772
0.0800,0.755174
0.0800,0.756279
0.0800,0.749899
0.0800,0.750515
0.0800,0.755362
0.0800,0.753566
0.0800,0.744794
0.0800,0.747887
0.0800,0.753919
0.0800,0.755307
0.0800,0.750859
0.0800,0.756430
0.0800,0.752152
0.0800,0.750966
0.0800,0.755083
