generation,avg(diversity),avg(p.max_fitness),max(p.max_fitness),COUNT(*)
5001,0.0113657083,18.050208333333334,40.613,24
5000,0.0105898333,18.050208333333334,40.613,24
4999,0.0112985000,18.050208333333334,40.613,24
4998,0.0115299583,18.050208333333334,40.613,24
4997,0.0117556250,18.050208333333334,40.613,24
4996,0.0117640000,18.050208333333334,40.613,24
4995,0.0113753333,18.050208333333334,40.613,24
4994,0.0125148333,18.050208333333334,40.613,24
4993,0.0113501250,18.050208333333334,40.613,24
4992,0.0114394167,18.050208333333334,40.613,24
4991,0.0115119583,17.795833333333334,40.613,24
4990,0.0108120833,17.795833333333334,40.613,24
4989,0.0118602500,17.795833333333334,40.613,24
4988,0.0120315417,17.795833333333334,40.613,24
4987,0.0089740833,17.795833333333334,40.613,24
4986,0.0115898333,17.795833333333334,40.613,24
4985,0.0116489167,17.795833333333334,40.613,24
4984,0.0104648333,17.795833333333334,40.613,24
4983,0.0127150417,17.795833333333334,40.613,24
4982,0.0109251250,17.795833333333334,40.613,24
4981,0.0097268333,17.795833333333334,40.613,24
4980,0.0120216250,17.795833333333334,40.613,24
4979,0.0108298333,17.795833333333334,40.613,24
4978,0.0104645417,17.795833333333334,40.613,24
4977,0.0122519583,17.795833333333334,40.613,24
4976,0.0107277917,17.795833333333334,40.613,24
4975,0.0098687083,17.795833333333334,40.613,24
4974,0.0104569583,17.795833333333334,40.613,24
4973,0.0105007083,17.795833333333334,40.613,24
4972,0.0106492917,17.795833333333334,40.613,24
4971,0.0117694167,17.795833333333334,40.613,24
4970,0.0118658750,17.795833333333334,40.613,24
4969,0.0118670000,17.795833333333334,40.613,24
4968,0.0096407917,17.795833333333334,40.613,24
4967,0.0088089583,17.795833333333334,40.613,24
4966,0.0118285833,17.795833333333334,40.613,24
4965,0.0124972917,17.795833333333334,40.613,24
4964,0.0127552917,17.795833333333334,40.613,24
4963,0.0118620833,17.795833333333334,40.613,24
4962,0.0114297917,17.795833333333334,40.613,24
4961,0.0117515000,17.709125,40.613,24
4960,0.0118687917,17.709125,40.613,24
4959,0.0105535417,17.709125,40.613,24
4958,0.0121593333,17.709125,40.613,24
4957,0.0120175000,17.709125,40.613,24
4956,0.0115092083,17.709125,40.613,24
4955,0.0113146667,17.709125,40.613,24
4954,0.0118767917,17.709125,40.613,24
4953,0.0101097500,17.709125,40.613,24
4952,0.0122642500,17.709125,40.613,24
4951,0.0117689583,17.709125,40.613,24
4950,0.0104371667,17.709125,40.613,24
4949,0.0130204167,17.709125,40.613,24
4948,0.0110856250,17.708875,40.613,24
4947,0.0101315417,17.708875,40.613,24
4946,0.0109387083,17.708875,40.613,24
4945,0.0100200000,17.708875,40.613,24
4944,0.0093152500,17.708875,40.613,24
4943,0.0110121667,17.708875,40.613,24
4942,0.0107355833,17.708875,40.613,24
4941,0.0091986250,17.667083333333334,40.613,24
4940,0.0100557917,17.667083333333334,40.613,24
4939,0.0109290417,17.667083333333334,40.613,24
4938,0.0115601250,17.667083333333334,40.613,24
4937,0.0111948750,17.667083333333334,40.613,24
4936,0.0106719583,17.667083333333334,40.613,24
4935,0.0116467917,17.667083333333334,40.613,24
4934,0.0096224583,17.667083333333334,40.613,24
4933,0.0121843333,17.667083333333334,40.613,24
4932,0.0108595417,17.667083333333334,40.613,24
4931,0.0091310833,17.667083333333334,40.613,24
4930,0.0105633333,17.667083333333334,40.613,24
4929,0.0130629167,17.667083333333334,40.613,24
4928,0.0103905000,17.667083333333334,40.613,24
4927,0.0099545417,17.667083333333334,40.613,24
4926,0.0110668333,17.667083333333334,40.613,24
4925,0.0109655000,17.667083333333334,40.613,24
4924,0.0109651250,17.667083333333334,40.613,24
4923,0.0096243333,17.667083333333334,40.613,24
4922,0.0096660833,17.667083333333334,40.613,24
4921,0.0113273750,17.667083333333334,40.613,24
4920,0.0121600417,17.667083333333334,40.613,24
4919,0.0095130417,17.667083333333334,40.613,24
4918,0.0119017083,17.667083333333334,40.613,24
4917,0.0115728750,17.667083333333334,40.613,24
4916,0.0109223333,17.667083333333334,40.613,24
4915,0.0105710833,17.667083333333334,40.613,24
4914,0.0100257083,17.667083333333334,40.613,24
4913,0.0128559583,17.667083333333334,40.613,24
4912,0.0096979167,17.667083333333334,40.613,24
4911,0.0122020000,17.667083333333334,40.613,24
4910,0.0114164583,17.667083333333334,40.613,24
4909,0.0104326250,17.667083333333334,40.613,24
4908,0.0101960417,17.667083333333334,40.613,24
4907,0.0116095000,17.667083333333334,40.613,24
4906,0.0104085000,17.667083333333334,40.613,24
4905,0.0110228333,17.667083333333334,40.613,24
4904,0.0099967083,17.667083333333334,40.613,24
4903,0.0103979167,17.667083333333334,40.613,24
4902,0.0116864167,17.667083333333334,40.613,24
4901,0.0111149167,17.667083333333334,40.613,24
4900,0.0121992083,17.667083333333334,40.613,24
4899,0.0111347083,17.667083333333334,40.613,24
4898,0.0106165000,17.667083333333334,40.613,24
4897,0.0111686250,17.667083333333334,40.613,24
4896,0.0097757917,17.667083333333334,40.613,24
4895,0.0107734583,17.667083333333334,40.613,24
4894,0.0099787917,17.667083333333334,40.613,24
4893,0.0105988750,17.667083333333334,40.613,24
4892,0.0111469583,17.667083333333334,40.613,24
4891,0.0108706667,17.667083333333334,40.613,24
4890,0.0110759583,17.667083333333334,40.613,24
4889,0.0118780000,17.667083333333334,40.613,24
4888,0.0107171250,17.667083333333334,40.613,24
4887,0.0100720000,17.667083333333334,40.613,24
4886,0.0095672917,17.667083333333334,40.613,24
4885,0.0087355000,17.667083333333334,40.613,24
4884,0.0115250000,17.667083333333334,40.613,24
4883,0.0098116250,17.667083333333334,40.613,24
4882,0.0109257917,17.667083333333334,40.613,24
4881,0.0109905417,17.667083333333334,40.613,24
4880,0.0103591667,17.667083333333334,40.613,24
4879,0.0112704583,17.66675,40.613,24
4878,0.0118239583,17.66675,40.613,24
4877,0.0099179167,17.66675,40.613,24
4876,0.0117030417,17.66675,40.613,24
4875,0.0109393333,17.66675,40.613,24
4874,0.0107837083,17.66675,40.613,24
4873,0.0113825417,17.66675,40.613,24
4872,0.0112508333,17.66675,40.613,24
4871,0.0178530417,17.66675,40.613,24
4870,0.0190023333,17.66675,40.613,24
4869,0.0161148333,17.66675,40.613,24
4868,0.0181483333,17.66675,40.613,24
4867,0.0153032500,17.66675,40.613,24
4866,0.0148847917,17.66675,40.613,24
4865,0.0133258333,17.66675,40.613,24
4864,0.0154935417,17.66675,40.613,24
4863,0.0144181250,17.66675,40.613,24
4862,0.0140717917,17.66675,40.613,24
4861,0.0134045000,17.66675,40.613,24
4860,0.0125982500,17.66675,40.613,24
4859,0.0132681667,17.66675,40.613,24
4858,0.0113154167,17.666083333333333,40.613,24
4857,0.0147476667,17.666083333333333,40.613,24
4856,0.0143884167,17.666083333333333,40.613,24
4855,0.0131645833,17.666083333333333,40.613,24
4854,0.0126166250,17.666083333333333,40.613,24
4853,0.0159464583,17.666083333333333,40.613,24
4852,0.0137775000,17.666083333333333,40.613,24
4851,0.0137463333,17.666083333333333,40.613,24
4850,0.0118540833,17.666083333333333,40.613,24
4849,0.0118945000,17.666083333333333,40.613,24
4848,0.0141230000,17.666083333333333,40.613,24
4847,0.0131519583,17.666083333333333,40.613,24
4846,0.0133597917,17.666083333333333,40.613,24
4845,0.0112714167,17.666083333333333,40.613,24
4844,0.0120860833,17.666083333333333,40.613,24
4843,0.0135954167,17.666083333333333,40.613,24
4842,0.0125735833,17.666083333333333,40.613,24
4841,0.0146958750,17.666083333333333,40.613,24
4840,0.0118293750,17.666083333333333,40.613,24
4839,0.0135750000,17.666083333333333,40.613,24
4838,0.0146022083,17.666083333333333,40.613,24
4837,0.0135966250,17.666083333333333,40.613,24
4836,0.0125236250,17.666083333333333,40.613,24
4835,0.0119866250,17.666083333333333,40.613,24
4834,0.0118068333,17.666083333333333,40.613,24
4833,0.0143702917,17.666083333333333,40.613,24
4832,0.0127806667,17.666083333333333,40.613,24
4831,0.0131199167,17.666083333333333,40.613,24
4830,0.0108028333,17.666083333333333,40.613,24
4829,0.0125875833,17.666083333333333,40.613,24
4828,0.0130304583,17.666083333333333,40.613,24
4827,0.0128150000,17.666083333333333,40.613,24
4826,0.0143008750,17.666083333333333,40.613,24
4825,0.0131806667,17.666083333333333,40.613,24
4824,0.0134733333,17.666083333333333,40.613,24
4823,0.0125672083,17.666083333333333,40.613,24
4822,0.0118404167,17.666083333333333,40.613,24
4821,0.0120139167,17.666083333333333,40.613,24
4820,0.0134400417,17.666083333333333,40.613,24
4819,0.0116187500,17.666083333333333,40.613,24
4818,0.0151993750,17.666083333333333,40.613,24
4817,0.0127949583,17.666083333333333,40.613,24
