generation,avg(diversity),avg(p.max_fitness),max(p.max_fitness),COUNT(*)
1942,0.4231968194,29.142861111111117,57,144
1941,0.4214434931,29.142861111111117,57,144
1940,0.4183211597,29.142861111111117,57,144
1939,0.4110003056,29.142861111111117,57,144
1938,0.4067713333,29.142861111111117,57,144
1937,0.4059979722,29.142861111111117,57,144
1936,0.4052343958,29.142861111111117,57,144
1935,0.4039287222,29.142861111111117,57,144
1934,0.4046679514,29.13514583333334,57,144
1933,0.3984830486,29.13514583333334,57,144
1932,0.4018607986,29.13514583333334,57,144
1931,0.4014213403,29.13514583333334,57,144
1930,0.4011769931,29.13514583333334,57,144
1929,0.4013530903,29.13514583333334,57,144
1928,0.3994565069,29.13514583333334,57,144
1927,0.4046010139,29.13514583333334,57,144
1926,0.4144504722,29.13514583333334,57,144
1925,0.4194209653,29.13514583333334,57,144
1924,0.4144429375,29.127659722222226,57,144
1923,0.4155457847,29.127659722222226,57,144
1922,0.4144858264,29.127659722222226,57,144
1921,0.4113030000,29.12756944444445,57,144
1920,0.4080550486,29.12756944444445,57,144
1919,0.4065034167,29.127513888888895,57,144
1918,0.4044631806,29.127513888888895,57,144
1917,0.4121967500,29.127513888888895,57,144
1916,0.4130705417,29.127513888888895,57,144
1915,0.4186423264,29.127361111111117,57,144
1914,0.4180921458,29.127250000000004,57,144
1913,0.4137945625,29.127250000000004,57,144
1912,0.4163350208,29.126791666666673,57,144
1911,0.4133866319,29.126791666666673,57,144
1910,0.4106144375,29.12643055555556,57,144
1909,0.4119491597,29.12643055555556,57,144
1908,0.4057498819,29.12633333333334,57,144
1907,0.4057849792,29.12633333333334,57,144
1906,0.4051940486,29.12633333333334,57,144
1905,0.4075099028,29.12625000000001,57,144
1904,0.4005808125,29.12625000000001,57,144
1903,0.4040554583,29.12625000000001,57,144
1902,0.4103598819,29.10504861111112,57,144
1901,0.4139543958,29.098826388888895,57,144
1900,0.4110257431,29.098826388888895,57,144
1899,0.4083204167,29.098826388888895,57,144
1898,0.4077951528,29.098826388888895,57,144
1897,0.4075039236,29.098826388888895,57,144
1896,0.4111041319,29.098812500000008,57,144
1895,0.4060633542,29.098812500000008,57,144
1894,0.4040859722,29.098756944444453,57,144
1893,0.4016678958,29.07793750000001,57,144
1892,0.3996472083,29.07793750000001,57,144
1891,0.4065030486,29.07793750000001,57,144
1890,0.4101142708,29.07793750000001,57,144
1889,0.4111766944,29.07793750000001,57,144
1888,0.4119307917,29.07793750000001,57,144
1887,0.4137254097,29.07793750000001,57,144
1886,0.4143001528,29.07793750000001,57,144
1885,0.4148461667,29.07793750000001,57,144
1884,0.4137152569,29.07793750000001,57,144
1883,0.4145841528,29.07793750000001,57,144
1882,0.4061229722,29.07793750000001,57,144
1881,0.4033566181,29.07793750000001,57,144
1880,0.4049240903,29.07792361111112,57,144
1879,0.4086933542,29.07792361111112,57,144
1878,0.4126680625,29.07792361111112,57,144
1877,0.4140679444,29.07781250000001,57,144
1876,0.4060656458,29.07781250000001,57,144
1875,0.4074927500,29.07781250000001,57,144
1874,0.4087077569,29.077743055555565,57,144
1873,0.4122375903,29.077743055555565,57,144
1872,0.4117654514,29.077743055555565,57,144
1871,0.4162244931,29.077743055555565,57,144
1870,0.4178363472,29.077715277777788,57,144
1869,0.4131480764,29.077715277777788,57,144
1868,0.4167271736,29.077715277777788,57,144
1867,0.4186917986,29.056347222222232,57,144
1866,0.4143061111,29.056347222222232,57,144
1865,0.4115836944,29.056347222222232,57,144
1864,0.4085101250,29.056347222222232,57,144
1863,0.4098895625,29.056347222222232,57,144
1862,0.4084421181,29.04868055555557,57,144
1861,0.4080657847,29.04868055555557,57,144
1860,0.4016834722,29.00679166666668,57,144
1859,0.4050900694,29.00679166666668,57,144
1858,0.4067007569,29.00679166666668,57,144
1857,0.4071527917,29.00679166666668,57,144
1856,0.4035641181,29.00679166666668,57,144
1855,0.4086774444,29.00679166666668,57,144
1854,0.4065615139,29.00679166666668,57,144
1853,0.4101194028,29.00679166666668,57,144
1852,0.4123748542,29.00679166666668,57,144
1851,0.4096212986,28.999875000000014,57,144
1850,0.4068344722,28.999875000000014,57,144
1849,0.4047064931,28.99981944444445,57,144
1848,0.4026483542,28.99981944444445,57,144
1847,0.4094006806,28.99981944444445,57,144
1846,0.4094738542,28.99981944444445,57,144
1845,0.4100281806,28.999680555555567,57,144
1844,0.4122993889,28.999680555555567,57,144
1843,0.4140886042,28.999680555555567,57,144
1842,0.4121341319,28.999680555555567,57,144
1841,0.4109195278,28.999680555555567,57,144
1840,0.3977185764,28.999597222222228,57,144
1839,0.4030823542,28.999597222222228,57,144
1838,0.4101413472,28.992541666666675,57,144
1837,0.4093917361,28.992541666666675,57,144
1836,0.4126174583,28.992541666666675,57,144
1835,0.4159196597,28.992541666666675,57,144
1834,0.4072050278,28.992541666666675,57,144
1833,0.4029632222,28.992541666666675,57,144
1832,0.4001568750,28.992541666666675,57,144
1831,0.3981086458,28.992541666666675,57,144
1830,0.4038213681,28.992541666666675,57,144
1829,0.4109572292,28.992541666666675,57,144
1828,0.4114768056,28.985611111111115,57,144
1827,0.4196654653,28.985493055555562,57,144
1826,0.4176004931,28.985493055555562,57,144
1825,0.4154933056,28.985493055555562,57,144
1824,0.4185931806,28.985493055555562,57,144
1823,0.4208263056,28.985493055555562,57,144
1822,0.4211709028,28.985493055555562,57,144
1821,0.4240695903,28.985493055555562,57,144
1820,0.4173545139,28.985493055555562,57,144
1819,0.4141918681,28.985493055555562,57,144
1818,0.4157584097,28.985493055555562,57,144
1817,0.4151302847,28.985493055555562,57,144
1816,0.4183677431,28.985493055555562,57,144
1815,0.4164113472,28.985125000000014,57,144
1814,0.4165305347,28.985125000000014,57,144
1813,0.4148575764,28.950590277777785,57,144
1812,0.4065193889,28.950590277777785,57,144
1811,0.4057265764,28.950590277777785,57,144
1810,0.4039303750,28.950590277777785,57,144
1809,0.4053284375,28.950590277777785,57,144
1808,0.4007355417,28.950590277777785,57,144
1807,0.4048264167,28.950590277777785,57,144
1806,0.4090549792,28.950590277777785,57,144
1805,0.4120277361,28.950590277777785,57,144
1804,0.4139890694,28.950548611111117,57,144
1803,0.4140905694,28.950548611111117,57,144
1802,0.4126718403,28.950381944444448,57,144
1801,0.4096417083,28.91507638888889,57,144
1800,0.4062185556,28.91507638888889,57,144
1799,0.4043825486,28.91507638888889,57,144
1798,0.4091264653,28.91507638888889,57,144
1797,0.4048001181,28.91507638888889,57,144
1796,0.4048745486,28.91015972222222,57,144
1795,0.4065452431,28.91015972222222,57,144
1794,0.4037355417,28.91015972222222,57,144
1793,0.4056281458,28.91015972222222,57,144
1792,0.4036101875,28.91015972222222,57,144
1791,0.4060187361,28.91015972222222,57,144
1790,0.4111795694,28.91015972222222,57,144
1789,0.4085964653,28.91015972222222,57,144
1788,0.4102770000,28.91015972222222,57,144
1787,0.3972570000,28.91015972222222,57,144
1786,0.4049470486,28.91015972222222,57,144
1785,0.4060731597,28.91015972222222,57,144
1784,0.4014169583,28.91015972222222,57,144
1783,0.3975673750,28.910076388888893,57,144
1782,0.3918773681,28.910076388888893,57,144
1781,0.4031331944,28.910076388888893,57,144
1780,0.4120359861,28.910076388888893,57,144
1779,0.4176490486,28.910076388888893,57,144
1778,0.4198352917,28.910076388888893,57,144
1777,0.4166016181,28.910062500000006,57,144
1776,0.4170461806,28.910062500000006,57,144
1775,0.4138339236,28.910062500000006,57,144
1774,0.4156302778,28.910062500000006,57,144
1773,0.4181150972,28.910062500000006,57,144
1772,0.4121683472,28.910062500000006,57,144
1771,0.4066661458,28.89606944444445,57,144
1770,0.4095561250,28.89606944444445,57,144
1769,0.4123648542,28.896041666666672,57,144
1768,0.4181501042,28.896041666666672,57,144
1767,0.4126522431,28.896041666666672,57,144
1766,0.4103613194,28.896041666666672,57,144
1765,0.4051691806,28.896041666666672,57,144
1764,0.3941320208,28.896041666666672,57,144
1763,0.3881513264,28.889437500000003,57,144
1762,0.3965184722,28.889437500000003,57,144
1761,0.3970552986,28.889437500000003,57,144
1760,0.3989788472,28.889437500000003,57,144
1759,0.4036509028,28.847965277777778,57,144
1758,0.4078422222,28.847965277777778,57,144
1757,0.4151951806,28.847965277777778,57,144
1756,0.4160420625,28.84779166666667,57,144
1755,0.4212799444,28.84779166666667,57,144
1754,0.4145314306,28.84779166666667,57,144
1753,0.4090138333,28.84779166666667,57,144
1752,0.4142345625,28.840638888888893,57,144
1751,0.4157034444,28.840638888888893,57,144
1750,0.4234273958,28.840638888888893,57,144
1749,0.4263919722,28.840493055555555,57,144
1748,0.4193932569,28.772604166666667,57,144
1747,0.4127090833,28.772604166666667,57,144
1746,0.4128620278,28.772604166666667,57,144
1745,0.4082249722,28.752125000000003,57,144
1744,0.4102052500,28.72391666666667,57,144
1743,0.4048319444,28.664979166666665,57,144
1742,0.4056576875,28.664979166666665,57,144
1741,0.4089101181,28.664979166666665,57,144
1740,0.4054228681,28.66492361111111,57,144
1739,0.4124982708,28.66492361111111,57,144
1738,0.4054735833,28.65104861111111,57,144
1737,0.4055394097,28.65104861111111,57,144
1736,0.4113450625,28.58043055555556,57,144
1735,0.4105525764,28.58043055555556,57,144
1734,0.4105423819,28.580145833333333,57,144
1733,0.4165248333,28.580138888888897,57,144
1732,0.4114230347,28.544958333333334,57,144
1731,0.4033159861,28.544958333333334,57,144
1730,0.4003732431,28.544958333333334,57,144
1729,0.4006059931,28.5308125,57,144
1728,0.4057005486,28.5308125,57,144
1727,0.4120733958,28.5308125,57,144
1726,0.4056458056,28.5308125,57,144
1725,0.4077741458,28.53013888888889,57,144
1724,0.4027565278,28.53013888888889,57,144
1723,0.4082260139,28.53013888888889,57,144
1722,0.4074721319,28.53013888888889,57,144
1721,0.3974447083,28.53013888888889,57,144
1720,0.4053571736,28.53013888888889,57,144
1719,0.4004844931,28.53013888888889,57,144
1718,0.4018015972,28.53013888888889,57,144
1717,0.4014937986,28.53013888888889,57,144
1716,0.4008937569,28.53013888888889,57,144
1715,0.4053065069,28.53013888888889,57,144
1714,0.4053135833,28.53013888888889,57,144
1713,0.4072716389,28.53013888888889,57,144
1712,0.4034959722,28.53013888888889,57,144
1711,0.4105048333,28.53013888888889,57,144
1710,0.4052279236,28.53013888888889,57,144
1709,0.4098919097,28.53013888888889,57,144
1708,0.4069702361,28.53013888888889,57,144
1707,0.4131051875,28.53013888888889,57,144
1706,0.4151147431,28.52444444444444,57,144
1705,0.4117419097,28.51793055555556,57,144
1704,0.4134795764,28.51793055555556,57,144
1703,0.4092785347,28.51793055555556,57,144
1702,0.4111112222,28.51793055555556,57,144
1701,0.4078652292,28.51793055555556,57,144
1700,0.4094192361,28.45254166666667,57,144
1699,0.4127810208,28.45254166666667,57,144
1698,0.4097774097,28.45254166666667,57,144
1697,0.4146827292,28.45254166666667,57,144
1696,0.4171715000,28.45254166666667,57,144
1695,0.4141993681,28.45254166666667,57,144
1694,0.4168508819,28.45254166666667,57,144
1693,0.4060756181,28.45254166666667,57,144
1692,0.4071810000,28.45254166666667,57,144
1691,0.4040903194,28.45254166666667,57,144
1690,0.4089770486,28.45254166666667,57,144
1689,0.4022646528,28.45254166666667,57,144
1688,0.4047287014,28.45254166666667,57,144
1687,0.4050619861,28.45254166666667,57,144
1686,0.4063990486,28.45254166666667,57,144
1685,0.4012860903,28.45254166666667,57,144
1684,0.3984228472,28.45254166666667,57,144
1683,0.3977292708,28.45254166666667,57,144
1682,0.4057047083,28.45254166666667,57,144
1681,0.4069403333,28.45254166666667,57,144
1680,0.4069852153,28.45254166666667,57,144
1679,0.4091506250,28.452402777777777,57,144
1678,0.4078845069,28.452402777777777,57,144
1677,0.4013081181,28.396805555555556,57,144
1676,0.4058827083,28.396805555555556,57,144
1675,0.4119023542,28.396805555555556,57,144
1674,0.4096264514,28.396805555555556,57,144
1673,0.4120032014,28.396805555555556,57,144
1672,0.4202604931,28.39638888888889,57,144
1671,0.4197352292,28.39638888888889,57,144
1670,0.4205367778,28.39638888888889,57,144
1669,0.4156053472,28.39638888888889,57,144
1668,0.4069847222,28.39638888888889,57,144
1667,0.4057469514,28.39638888888889,57,144
1666,0.4031690764,28.396375,57,144
1665,0.3997406458,28.396375,57,144
1664,0.3980166250,28.396124999999998,57,144
1663,0.3995932500,28.396124999999998,57,144
1662,0.4043845972,28.396041666666665,57,144
1661,0.4059683194,28.396041666666665,57,144
1660,0.4045773681,28.396041666666665,57,144
1659,0.4038990139,28.396041666666665,57,144
1658,0.4077682014,28.396041666666665,57,144
1657,0.4118031667,28.396041666666665,57,144
1656,0.4103691111,28.396041666666665,57,144
1655,0.4134804236,28.396041666666665,57,144
1654,0.4158617222,28.396041666666665,57,144
1653,0.4208452083,28.396041666666665,57,144
1652,0.4217415556,28.396041666666665,57,144
1651,0.4173809514,28.396041666666665,57,144
1650,0.4135627361,28.396,57,144
1649,0.4035650069,28.396,57,144
1648,0.4057353750,28.396,57,144
1647,0.4071745208,28.396,57,144
1646,0.4032324444,28.396,57,144
1645,0.3973090347,28.395833333333332,57,144
1644,0.4009841250,28.395833333333332,57,144
1643,0.4040662847,28.395833333333332,57,144
1642,0.4097217014,28.395833333333332,57,144
1641,0.4067039028,28.395833333333332,57,144
1640,0.4062680556,28.395833333333332,57,144
1639,0.4033590278,28.395833333333332,57,144
1638,0.4071957917,28.395833333333332,57,144
1637,0.4132995764,28.35404861111111,57,144
1636,0.4124257500,28.35404861111111,57,144
1635,0.4131994792,28.339902777777777,57,144
1634,0.4198983472,28.31079861111111,57,144
1633,0.4169036389,28.31079861111111,57,144
1632,0.4140890414,28.23585517241379,57,145
1631,0.4042580345,28.23585517241379,57,145
1630,0.4077775310,28.187013793103446,57,145
1629,0.4054990897,28.187013793103446,57,145
1628,0.4113580345,28.187013793103446,57,145
1627,0.4131000897,28.18690344827586,57,145
1626,0.4111234828,28.18688965517241,57,145
1625,0.4019877655,28.18065517241379,57,145
1624,0.3964982207,28.153468965517238,57,145
1623,0.3989195034,28.13988965517241,57,145
1622,0.3941429448,28.13988965517241,57,145
1621,0.3978089724,28.13988965517241,57,145
1620,0.4029834690,28.13988965517241,57,145
1619,0.4064442000,28.13988965517241,57,145
1618,0.4047243241,28.13988965517241,57,145
1617,0.4024834138,28.13988965517241,57,145
1616,0.4044669448,28.13988965517241,57,145
1615,0.3994205724,28.13988965517241,57,145
1614,0.4047017603,28.045890410958904,57,146
1613,0.4042920616,28.04576712328767,57,146
1612,0.4047075479,28.04576712328767,57,146
1611,0.4022662740,27.956719178082192,57,146
1610,0.4052728151,27.956719178082192,57,146
1609,0.4045339041,27.956719178082192,57,146
1608,0.4057580685,27.956719178082192,57,146
1607,0.4019942260,27.956719178082192,57,146
1606,0.4067260822,27.956719178082192,57,146
1605,0.4101104589,27.95669178082192,57,146
1604,0.4122478356,27.95666438356164,57,146
1603,0.4166213356,27.9566301369863,57,146
1602,0.4163962260,27.9566301369863,57,146
1601,0.4177818082,27.9566301369863,57,146
1600,0.4156713425,27.95631506849315,57,146
1599,0.4173998630,27.94936301369863,57,146
1598,0.4154117740,27.94936301369863,57,146
1597,0.4160490890,27.94936301369863,57,146
1596,0.4190503562,27.9150205479452,57,146
1595,0.4192340205,27.872856164383556,57,146
1594,0.4087984932,27.859315068493146,57,146
1593,0.4024277192,27.859315068493146,57,146
1592,0.4034217945,27.859164383561637,57,146
1591,0.4065942945,27.859150684931503,57,146
1590,0.4033430411,27.859150684931503,57,146
1589,0.4049441027,27.859150684931503,57,146
1588,0.4066591918,27.859150684931503,57,146
1587,0.4060338836,27.859150684931503,57,146
1586,0.4069244247,27.858835616438352,57,146
1585,0.4078673425,27.858808219178076,57,146
1584,0.4113084521,27.8587808219178,57,146
1583,0.3999264178,27.8587808219178,57,146
1582,0.4060207055,27.8587808219178,57,146
1581,0.4010550890,27.8587808219178,57,146
1580,0.4041234315,27.8587808219178,57,146
1579,0.4031947534,27.80346575342465,57,146
1578,0.4034342671,27.80346575342465,57,146
1577,0.4069298562,27.80346575342465,57,146
1576,0.4102088356,27.80346575342465,57,146
1575,0.4019499589,27.775527397260266,57,146
1574,0.4081720548,27.775527397260266,57,146
1573,0.4098706301,27.775527397260266,57,146
1572,0.4080082260,27.775527397260266,57,146
1571,0.4089303630,27.747801369863005,57,146
1570,0.4034933904,27.747801369863005,57,146
1569,0.4091368562,27.733561643835607,57,146
1568,0.4105774589,27.733561643835607,57,146
1567,0.4128250137,27.733479452054787,57,146
1566,0.4105435137,27.733479452054787,57,146
1565,0.4090008425,27.727116438356155,57,146
1564,0.4142301575,27.727116438356155,57,146
1563,0.4099362534,27.727116438356155,57,146
1562,0.4176731918,27.727116438356155,57,146
1561,0.4205950342,27.727116438356155,57,146
1560,0.4166968699,27.727116438356155,57,146
1559,0.4094997603,27.726993150684923,57,146
1558,0.4090375510,27.643687074829923,57,147
1557,0.4127954626,27.64368027210884,57,147
1556,0.4064394762,27.64368027210884,57,147
1555,0.4087421701,27.64368027210884,57,147
1554,0.4119940340,27.64368027210884,57,147
1553,0.4099939864,27.64368027210884,57,147
1552,0.4081287007,27.63663265306122,57,147
1551,0.4081950816,27.63663265306122,57,147
1550,0.4055462789,27.62318367346938,57,147
1549,0.3983132993,27.623102040816317,57,147
1548,0.4012859932,27.623102040816317,57,147
1547,0.4010067075,27.623054421768696,57,147
1546,0.4008109048,27.623054421768696,57,147
1545,0.4012845170,27.62299999999999,57,147
1544,0.4000924558,27.62282312925169,57,147
1543,0.4017603946,27.62282312925169,57,147
1542,0.4019063197,27.622809523809515,57,147
1541,0.4000883537,27.616108843537404,57,147
1540,0.3943731284,27.581425675675664,57,148
1539,0.4043188041,27.581425675675664,57,148
1538,0.4101466689,27.567641891891878,57,148
1537,0.4085260743,27.567614864864854,57,148
1536,0.4049839122,27.54694594594593,57,148
1535,0.4089025135,27.54694594594593,57,148
1534,0.4100664497,27.58270469798656,57,149
1533,0.4056109799,27.582684563758374,57,149
1532,0.4086606980,27.582684563758374,57,149
1531,0.4103921141,27.582684563758374,57,149
1530,0.4120416510,27.582684563758374,57,149
1529,0.4094441007,27.582684563758374,57,149
1528,0.4161953557,27.569093959731532,57,149
1527,0.4174730067,27.569093959731532,57,149
1526,0.4124270336,27.569093959731532,57,149
1525,0.4162825034,27.569093959731532,57,149
1524,0.4184582550,27.569093959731532,57,149
1523,0.4146782550,27.569093959731532,57,149
1522,0.4187906577,27.569093959731532,57,149
1521,0.4095579597,27.569093959731532,57,149
1520,0.4091260201,27.569067114093947,57,149
1519,0.4167467114,27.569067114093947,57,149
1518,0.4101816913,27.569067114093947,57,149
1517,0.4119625235,27.569067114093947,57,149
1516,0.4096428523,27.569067114093947,57,149
1515,0.4077625906,27.569067114093947,57,149
1514,0.4096606510,27.569067114093947,57,149
1513,0.4081542617,27.569067114093947,57,149
1512,0.4104265101,27.569067114093947,57,149
1511,0.4077505168,27.54840939597314,57,149
1510,0.4059966040,27.54840939597314,57,149
1509,0.4066999664,27.54840939597314,57,149
1508,0.4036216913,27.535053691275156,57,149
1507,0.4000444966,27.535053691275156,57,149
1506,0.4025074564,27.535053691275156,57,149
1505,0.4058436510,27.535053691275156,57,149
1504,0.4112754362,27.535053691275156,57,149
1503,0.4131944564,27.535053691275156,57,149
1502,0.4020979463,27.521194630872472,57,149
1501,0.4090383356,27.520765100671127,57,149
1500,0.4131925168,27.520765100671127,57,149
1499,0.4070795973,27.520765100671127,57,149
1498,0.4059721879,27.52069798657717,57,149
1497,0.4057755168,27.520013422818778,57,149
1496,0.4094574094,27.520013422818778,57,149
1495,0.4095435101,27.520013422818778,57,149
1494,0.4065527584,27.520013422818778,57,149
1493,0.4075880872,27.520013422818778,57,149
1492,0.4016332550,27.520013422818778,57,149
1491,0.4048302013,27.520013422818778,57,149
1490,0.4028194832,27.519999999999992,57,149
1489,0.4029506510,27.519999999999992,57,149
1488,0.4120426376,27.519999999999992,57,149
1487,0.4072129262,27.519999999999992,57,149
1486,0.4099949195,27.519999999999992,57,149
1485,0.4188178188,27.519999999999992,57,149
1484,0.4223686644,27.519999999999992,57,149
1483,0.4222154698,27.50409395973153,57,149
1482,0.4215558456,27.50409395973153,57,149
1481,0.4300237181,27.503946308724817,57,149
1480,0.4192305839,27.503946308724817,57,149
1479,0.4209608658,27.503946308724817,57,149
1478,0.4158524899,27.503946308724817,57,149
1477,0.4127364966,27.503946308724817,57,149
1476,0.4024875101,27.503946308724817,57,149
1475,0.4044243893,27.50353020134227,57,149
1474,0.4090682953,27.50353020134227,57,149
1473,0.4056267181,27.50353020134227,57,149
1472,0.4030083624,27.50353020134227,57,149
1471,0.3952064094,27.503449664429514,57,149
1470,0.3957184899,27.48983892617448,57,149
1469,0.4016641409,27.48983892617448,57,149
1468,0.3939603423,27.48983892617448,57,149
1467,0.3998552148,27.48983892617448,57,149
1466,0.3970727315,27.476161073825487,57,149
1465,0.4048259195,27.47604026845636,57,149
1464,0.4068353087,27.47604026845636,57,149
1463,0.4094719664,27.47604026845636,57,149
1462,0.4122986443,27.47604026845636,57,149
1461,0.4116914698,27.47604026845636,57,149
1460,0.4162547315,27.459939597315422,57,149
1459,0.4200378658,27.459939597315422,57,149
1458,0.4151039128,27.459630872483203,57,149
1457,0.4079230604,27.459630872483203,57,149
1456,0.4132700403,27.45937583892616,57,149
1455,0.4119425302,27.45937583892616,57,149
1454,0.3968642282,27.45937583892616,57,149
1453,0.3947887114,27.452523489932872,57,149
1452,0.3982495906,27.452523489932872,57,149
1451,0.4036464295,27.452523489932872,57,149
1450,0.4071001409,27.452523489932872,57,149
1449,0.4062804698,27.452523489932872,57,149
1448,0.4041443423,27.452523489932872,57,149
1447,0.4023339799,27.438852348993276,57,149
1446,0.3998259933,27.438852348993276,57,149
1445,0.4057409329,27.438852348993276,57,149
1444,0.4079612282,27.438852348993276,57,149
1443,0.4099571007,27.438852348993276,57,149
1442,0.4126564832,27.438852348993276,57,149
1441,0.4126377651,27.438852348993276,57,149
1440,0.4102947785,27.41239597315435,57,149
1439,0.4133222752,27.41239597315435,57,149
1438,0.4099673020,27.41239597315435,57,149
1437,0.4027465034,27.412006711409383,57,149
1436,0.4034982550,27.41185906040267,57,149
1435,0.4031761342,27.41185906040267,57,149
1434,0.4005138188,27.41185906040267,57,149
1433,0.4053229060,27.41185906040267,57,149
1432,0.4096949933,27.41185906040267,57,149
1431,0.4135214899,27.41185906040267,57,149
1430,0.4112784228,27.41185906040267,57,149
1429,0.4099048533,27.316793333333322,57,150
1428,0.4063381600,27.316793333333322,57,150
1427,0.4075391400,27.316793333333322,57,150
1426,0.4097361667,27.316793333333322,57,150
1425,0.4089368067,27.290679999999988,57,150
1424,0.4056350333,27.290666666666652,57,150
1423,0.4012294867,27.290666666666652,57,150
1422,0.4003073533,27.29053333333332,57,150
1421,0.4088406400,27.29053333333332,57,150
1420,0.4054680067,27.29053333333332,57,150
1419,0.4098742400,27.29053333333332,57,150
1418,0.4065565133,27.290319999999987,57,150
1417,0.4045919133,27.290319999999987,57,150
1416,0.4090966267,27.290319999999987,57,150
1415,0.4090530200,27.290319999999987,57,150
1414,0.4055650133,27.290319999999987,57,150
1413,0.3986915067,27.290319999999987,57,150
1412,0.4055776333,27.290319999999987,57,150
1411,0.4084987400,27.290319999999987,57,150
1410,0.4101782200,27.290319999999987,57,150
1409,0.4090583267,27.290319999999987,57,150
1408,0.4047552533,27.290319999999987,57,150
1407,0.4124667200,27.290319999999987,57,150
1406,0.4150150533,27.290079999999985,57,150
1405,0.4141094800,27.235493333333316,57,150
1404,0.4154975267,27.235493333333316,57,150
1403,0.4140660667,27.235493333333316,57,150
1402,0.4136028867,27.235493333333316,57,150
1401,0.4044994267,27.23539999999998,57,150
1400,0.4105102600,27.23539999999998,57,150
1399,0.4102519867,27.23539999999998,57,150
1398,0.4035313533,27.23539999999998,57,150
1397,0.4035312067,27.23539999999998,57,150
1396,0.4075440733,27.20845999999998,57,150
1395,0.4110489333,27.20845999999998,57,150
1394,0.4113266467,27.20845999999998,57,150
1393,0.4101223667,27.20845999999998,57,150
1392,0.4144016467,27.20845999999998,57,150
1391,0.4138488467,27.20845999999998,57,150
1390,0.4134708133,27.208313333333315,57,150
1389,0.4164257067,27.19473999999998,57,150
1388,0.4204665400,27.19473999999998,57,150
1387,0.4228400533,27.194606666666647,57,150
1386,0.4185519200,27.194606666666647,57,150
1385,0.4141361067,27.194606666666647,57,150
1384,0.4087281400,27.18069999999998,57,150
1383,0.4015326333,27.18069999999998,57,150
1382,0.3997373667,27.174639999999986,57,150
1381,0.3984445200,27.174639999999986,57,150
1380,0.3941037467,27.174639999999986,57,150
1379,0.3974213600,27.174633333333315,57,150
1378,0.3950100733,27.174633333333315,57,150
1377,0.3958175333,27.17415333333332,57,150
1376,0.3965788533,27.174059999999983,57,150
1375,0.3991722267,27.174059999999983,57,150
1374,0.4035041733,27.16055333333332,57,150
1373,0.4011095000,27.16055333333332,57,150
1372,0.3987518133,27.16055333333332,57,150
1371,0.4037751200,27.16055333333332,57,150
1370,0.4057320467,27.14643999999998,57,150
1369,0.4099361933,27.14643999999998,57,150
1368,0.4053062333,27.146279999999983,57,150
